circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
3:44117753-44122061:-	83	23	17	0	41	56	12	35	32	45	0
3:44174960-44183383:+	0	0	0	14	0	0	0	6	0	0	0
3:44404027-44414790:-	0	0	0	14	0	0	0	0	0	0	0
3:44434019-44453774:-	0	0	0	0	0	0	0	0	0	0	20
3:44512227-44526970:+	6	0	0	0	0	0	0	0	0	0	0
3:44526874-44532802:+	9	0	0	0	0	0	0	0	0	0	0
3:44526874-44534535:+	84	12	0	0	7	16	0	21	13	13	0
3:44529049-44534535:+	32	0	0	0	8	11	0	8	6	7	0
3:44544593-44544862:+	12	0	0	0	0	0	0	0	0	0	0
3:44544593-44546528:+	18	0	0	0	0	0	0	0	0	0	0
3:44544593-44551395:+	6	0	0	0	0	0	0	0	0	0	0
3:44578550-44582778:+	13	0	0	0	0	0	0	0	0	0	0
3:44578550-44586245:+	0	0	0	0	0	0	0	0	0	0	24
3:45598493-45607289:+	16	6	0	0	0	8	0	11	11	7	0
3:46142070-46151353:+	10	0	14	0	10	7	25	14	0	6	0
3:46155822-46159948:+	0	0	0	0	0	7	0	0	0	0	0
3:46333827-46335198:-	10	0	0	0	0	0	0	0	0	0	0
3:46333827-46338231:-	31	8	0	0	0	8	0	17	0	0	0
3:46333827-46341322:-	32	0	0	0	0	0	0	0	0	0	0
3:46333827-46354103:-	10	0	0	0	0	0	0	0	0	0	0
3:46942943-46945219:+	9	0	0	0	0	0	0	0	0	0	0
3:46952466-46953156:+	0	0	0	0	0	0	0	0	0	0	13
3:47004816-47007823:+	56	13	7	14	10	17	18	26	24	18	44
3:47006766-47007039:+	15	0	0	0	0	0	0	7	0	6	0
3:47474367-47487267:+	7	6	0	9	0	0	0	0	0	0	0
3:47487102-47515825:+	9	0	0	0	0	0	0	0	0	0	0
3:47619649-47620978:-	10	0	7	0	0	0	0	8	0	0	0
3:47727322-47729190:-	7	0	0	0	0	0	0	0	0	0	0
3:47741067-47746363:-	14	0	0	0	0	0	0	0	0	0	0
3:4790960-4793402:-	7	0	0	0	0	0	0	0	0	0	0
3:48610614-48643634:-	0	0	0	0	0	0	0	0	0	6	0
3:48697578-48699954:+	10	0	0	0	0	0	0	0	0	0	0
3:48893038-48909045:+	19	0	0	0	0	0	0	0	0	0	0
3:49135556-49135742:-	57	108	0	0	136	9	0	21	106	90	0
3:49493942-49496419:+	22	0	22	41	0	11	46	0	0	0	41
3:49633878-49638856:-	0	6	0	0	0	0	0	0	0	0	0
3:49648307-49673100:-	25	0	0	0	0	0	0	0	0	0	0
3:4974526-4977015:+	8	0	0	0	0	0	0	0	0	0	0
3:4974526-4985274:+	92	9	0	0	24	13	0	21	12	33	0
3:501358-506331:+	46	0	0	0	12	0	0	0	0	0	0
3:501358-507810:+	69	15	0	0	18	20	0	24	7	19	0
3:5017149-5018741:-	10	0	0	0	0	0	0	0	0	0	0
3:5040621-5044084:-	7	0	0	0	0	0	0	0	0	0	0
3:5082239-5097362:+	6	0	0	0	0	0	0	0	0	0	0
3:5090409-5091217:+	11	0	0	0	0	0	0	6	0	0	0
3:5094440-5097362:+	62	0	0	0	0	0	0	12	0	7	0
3:5094440-5103145:+	17	0	0	0	0	0	0	0	0	6	0
3:5123859-5131218:+	17	0	0	0	0	0	0	0	0	0	0
3:51490233-51492113:-	7	0	0	0	0	0	0	0	0	0	0
3:5155185-5170385:+	0	0	0	0	0	0	0	8	0	0	0
3:51563790-51564671:-	7	0	0	0	0	0	0	0	0	0	0
3:51582352-51591525:-	13	0	0	0	0	0	0	0	0	0	0
3:5163071-5175097:+	7	0	0	0	0	0	0	0	0	0	0
3:5208684-5224107:-	0	0	0	0	0	0	0	0	0	0	13
3:52209211-52221378:-	0	0	0	0	0	0	0	0	0	0	35
3:52234069-52239994:-	0	0	0	0	0	0	0	0	0	0	10
3:52533804-52547270:-	0	0	0	0	0	0	0	0	0	0	19
3:53042581-53055099:+	16	0	0	0	0	0	16	0	6	0	0
3:53073337-53077591:-	90	15	8	38	13	14	29	25	16	16	0
3:53231003-53238013:+	39	0	28	40	11	0	74	7	0	7	67
3:53237772-53238013:+	62	11	0	0	0	6	0	9	7	0	0
3:53258031-53259629:+	0	0	0	12	0	0	0	0	0	0	0
3:53270126-53270926:+	23	0	0	0	0	0	25	13	0	0	24
3:5347406-5368914:+	15	0	0	0	6	0	0	0	0	0	0
3:5347406-5379627:+	18	0	0	0	0	0	0	0	0	0	0
3:5364026-5379627:+	12	0	0	0	0	0	0	0	0	0	0
3:537212-542897:+	39	0	0	0	0	0	0	0	0	0	0
3:54271063-54276460:+	6	0	0	0	0	8	0	6	0	0	0
3:54799380-54801088:+	20	0	0	0	0	0	0	11	0	0	0
3:54799380-54816635:+	13	0	0	0	0	7	0	0	0	0	0
3:54828985-54838629:+	6	0	0	0	0	0	0	10	0	0	0
3:54832392-54838629:+	7	0	0	0	0	0	0	0	0	0	0
3:54832392-54844297:+	6	0	0	0	0	0	0	0	0	0	0
3:54832392-54848408:+	261	86	0	0	70	68	0	76	44	73	0
3:54832392-54850266:+	388	153	0	9	91	132	8	158	54	120	0
3:54848288-54850266:+	23	9	0	0	0	0	0	6	0	0	0
3:5486368-5488726:-	6	0	0	0	0	0	0	0	0	0	0
3:55218293-55234408:+	17	11	0	0	23	19	0	14	13	18	0
3:55227043-55234408:+	0	6	0	0	0	6	0	0	0	0	0
3:55227043-55259345:+	0	0	0	0	6	0	0	0	0	0	0
3:55259229-55275303:+	0	0	0	0	0	8	0	7	0	0	0
3:55311012-55312906:+	33	6	0	0	0	0	0	0	0	0	0
3:55564702-55605390:+	0	0	0	0	0	0	0	0	0	0	15
3:55564702-55613663:+	0	0	0	0	0	0	0	0	0	0	38
3:55602892-55613663:+	0	0	0	0	0	0	0	0	0	0	10
3:55951380-56032382:-	0	0	0	0	0	0	0	0	0	0	8
3:55995828-56018084:-	12	0	0	0	0	0	0	0	0	0	0
3:55995828-56034317:-	0	0	0	0	0	0	12	0	0	0	0
3:56132540-56154052:-	0	0	0	0	0	7	0	0	0	0	0
3:56132540-56166421:-	0	0	0	0	0	0	0	0	0	0	12
3:56412686-56418914:+	10	0	0	0	0	0	0	10	0	0	0
3:56416180-56418914:+	0	0	0	0	0	0	0	0	0	0	29
3:566439-579765:-	13	6	0	0	0	0	0	0	0	0	0
3:56798009-56801447:-	9	0	0	0	0	0	0	0	0	0	0
3:56975158-56975594:+	21	6	0	0	0	7	0	0	0	0	0
3:57388611-57392702:+	8	0	0	0	0	0	0	0	0	0	0
3:57467638-57485713:+	0	0	0	7	0	0	0	0	0	0	0
3:57813372-57813525:-	21	0	0	0	0	0	0	0	0	0	0
3:57813372-57814349:-	15	0	0	0	0	0	6	10	0	7	0
3:58044299-58048808:-	0	0	0	23	0	0	0	0	0	0	0
3:58048642-58049988:-	19	0	0	0	0	0	0	0	0	0	0
3:58059589-58077167:-	34	6	0	10	11	18	0	11	6	12	0
3:58308486-58309518:-	7	0	0	0	0	0	0	0	0	0	0
3:58330398-58339989:-	8	0	0	0	0	0	0	0	0	0	0
3:58332948-58339989:-	32	0	0	0	0	7	0	0	0	6	0
3:58332948-58341614:-	10	0	0	0	0	0	0	0	0	0	0
3:58340506-58346953:-	43	0	0	0	0	0	0	8	0	12	0
3:58646041-58647018:-	13	0	0	0	0	0	0	0	0	0	0
3:58655491-58667994:-	8	0	0	0	0	0	0	0	0	0	0
3:5912031-5926984:+	0	0	0	6	0	0	0	0	0	0	0
3:59130901-59138942:-	0	0	0	8	0	0	0	0	0	0	0
3:59134006-59138942:-	10	0	0	0	0	0	0	0	0	0	0
3:59143568-59146765:-	6	0	0	0	0	0	0	0	0	0	0
3:5919431-5923596:+	9	0	0	0	0	0	0	0	0	0	0
3:59405321-59414031:+	0	0	6	21	0	0	0	0	0	0	0
3:59424958-59425872:-	23	13	26	19	6	11	67	18	8	0	52
3:59631094-59636902:-	9	0	0	0	0	0	0	0	0	0	0
3:59631094-59654085:-	12	6	0	0	0	0	0	6	0	0	0
3:59650316-59654085:-	6	0	0	0	0	0	0	0	0	0	0
3:5981926-5984284:+	0	0	0	0	0	0	0	0	0	0	39
3:59883981-59884912:-	8	0	0	0	0	0	0	0	0	0	0
3:59883981-59912731:-	0	0	0	0	6	0	0	0	0	0	0
3:59894073-59912731:-	0	0	0	0	8	0	0	0	0	0	0
3:5994491-5996608:+	0	0	0	0	0	0	0	0	0	0	24
3:59963340-59976161:-	17	0	0	0	0	0	0	0	0	0	0
3:60027915-60030859:-	16	0	0	0	0	0	0	0	0	0	0
3:60048994-60053058:-	7	0	0	0	0	0	0	0	0	0	0
3:60048994-60055473:-	6	0	0	0	0	0	0	0	0	0	0
3:60152978-60174324:+	0	0	0	10	0	0	0	0	0	0	0
3:60162502-60174324:+	18	0	0	10	0	7	25	6	0	6	0
3:6570762-6572161:+	9	0	0	0	0	0	0	0	0	0	0
3:67569693-67578236:+	0	0	0	19	0	0	0	0	0	0	0
3:68162976-68163379:-	7	0	0	0	0	0	0	0	0	0	0
3:68471171-68472164:+	53	11	0	0	0	0	0	7	0	0	0
3:68781135-68785393:+	30	22	0	0	20	19	0	17	0	23	0
3:68856273-68865379:+	8	8	0	0	0	0	0	0	0	0	0
3:69241157-69242579:+	15	0	0	0	0	0	0	0	0	0	0
3:69262708-69269649:-	45	6	0	0	12	13	0	14	8	7	0
3:69262708-69317475:-	0	0	0	0	10	6	0	0	0	8	0
3:69265227-69269649:-	6	0	0	0	0	0	0	0	0	0	0
3:69288805-69317475:-	0	10	0	0	13	11	0	13	6	13	0
3:69294674-69297391:-	11	0	0	0	0	0	0	7	0	0	0
3:69294674-69317475:-	132	25	0	0	23	27	0	49	12	34	0
3:69297253-69312659:-	15	0	0	0	7	0	0	0	0	0	0
3:69297253-69317475:-	166	28	0	0	43	26	0	26	16	55	0
3:69308674-69317475:-	33	7	0	0	0	6	0	0	0	8	0
3:69353540-69360229:-	0	0	0	0	0	6	0	6	0	7	0
3:69529228-69530649:-	8	0	0	0	0	0	0	0	0	0	0
3:70018030-70026200:+	0	0	0	0	0	0	6	0	0	0	0
3:70018030-70040230:+	0	0	0	0	0	0	14	0	0	0	0
3:70294907-70397062:+	8	0	0	0	0	0	0	0	0	0	0
3:7081691-7084030:+	16	0	0	0	0	0	0	6	0	0	0
3:71024710-71026357:-	6	0	0	0	0	0	0	0	0	0	0
3:71165101-71179271:-	25	0	0	0	0	0	0	0	0	0	0
3:71165101-71224105:-	0	0	0	0	6	8	0	7	0	6	0
3:71299638-71351013:-	0	0	0	16	0	0	0	0	0	0	0
3:71302757-71310818:-	10	0	0	0	0	0	0	8	0	0	0
3:71324753-71336228:-	0	0	0	0	0	0	0	0	0	0	13
3:7159061-7167249:-	0	0	0	0	0	0	6	0	0	0	0
3:7211886-7215933:+	6	0	0	0	0	0	0	0	0	0	0
3:72250325-72262713:+	29	0	0	0	10	10	0	7	8	9	0
3:72250325-72270592:+	10	0	0	0	0	6	0	0	0	11	0
3:72257085-72262713:+	33	6	0	6	6	13	0	11	0	0	0
3:72262637-72270592:+	241	18	6	0	35	55	0	107	21	42	0
3:72300369-72306113:+	0	0	0	0	6	0	0	0	0	0	0
3:72300369-72313890:+	28	0	0	19	6	0	7	9	0	11	0
3:72304431-72313890:+	22	0	0	0	0	0	0	0	0	0	0
3:72309703-72313890:+	8	0	0	0	0	0	0	0	0	0	0
3:72556366-72563117:-	16	0	0	0	9	6	0	13	0	0	0
3:72578307-72584762:-	13	0	0	0	0	0	0	0	0	0	0
3:72580459-72584762:-	16	0	0	0	0	0	0	0	0	0	0
3:72589861-72606470:-	15	0	0	0	0	0	0	0	0	0	0
3:72589861-72612278:-	6	0	0	0	0	0	0	0	0	0	0
3:72599374-72606470:-	21	0	0	0	0	0	0	0	0	0	0
3:72599374-72610728:-	11	0	0	11	0	0	0	0	0	0	0
3:72599374-72612278:-	12	0	0	0	0	0	0	0	0	0	0
3:72605355-72606470:-	81	10	0	0	9	15	0	9	7	14	0
3:73037452-73061319:+	0	0	0	0	0	0	0	0	0	0	20
3:73046114-73053892:+	42	9	0	0	7	7	0	0	0	9	0
3:73046114-73059202:+	7	0	0	0	0	0	0	0	0	0	0
3:73046114-73061319:+	13	0	0	0	0	6	0	0	0	0	16
3:73046114-73062667:+	6	0	0	0	0	0	0	0	0	0	15
3:73781242-73821523:-	0	0	0	0	0	0	0	13	0	0	0
3:74093227-74102190:+	39	9	0	0	12	8	0	9	0	11	0
3:7480869-7497199:+	18	0	0	0	0	0	0	9	0	0	0
3:7486288-7491522:+	6	0	0	9	0	0	0	0	0	0	0
3:7549993-7553955:-	7	0	0	0	0	0	0	0	0	0	0
3:7553136-7553955:-	22	0	0	0	6	0	0	8	0	0	0
3:7553136-7555399:-	9	0	0	0	0	0	0	0	0	0	0
3:7553136-7561037:-	7	0	0	0	0	0	0	0	0	0	0
3:76697522-76707647:-	8	0	0	0	0	0	0	0	0	0	0
3:76697522-76714455:-	8	0	0	0	0	0	0	0	0	0	0
3:76705609-76714455:-	10	0	0	0	0	0	0	0	0	0	0
3:77360558-77371938:-	18	6	0	0	0	0	0	0	0	0	0
3:77371815-77378404:-	20	0	0	38	0	0	0	13	9	6	0
3:77375905-77378404:-	0	0	0	0	0	0	0	0	0	0	20
3:77886071-77887860:+	13	0	0	0	0	0	0	0	0	0	0
3:77922580-77958200:+	0	0	0	0	0	0	0	8	0	0	0
3:77936960-77946126:+	17	0	0	0	0	0	0	0	0	6	0
3:77944467-77946126:+	6	0	0	0	0	0	0	0	0	0	0
3:78013713-78014790:-	23	8	0	0	8	0	7	9	0	0	0
3:78952889-78971884:-	6	0	13	15	0	0	28	0	0	0	55
3:78952889-78998646:-	6	0	0	0	0	0	0	0	0	0	0
3:79005675-79011131:-	9	0	0	0	0	0	0	6	0	0	0
3:7928956-7929871:+	70	12	22	12	13	15	30	16	12	13	44
3:7928956-7932649:+	22	8	0	0	0	0	0	16	0	0	0
3:79857161-79857443:-	7	0	0	0	0	0	0	0	0	0	0
3:80002514-80031336:-	6	0	0	0	0	0	0	0	0	0	0
3:80019191-80031336:-	7	0	0	0	0	0	0	0	0	0	0
3:80021801-80031336:-	6	0	0	0	0	0	0	0	0	0	0
3:80259116-80284731:+	0	0	0	10	0	0	0	0	0	0	0
3:80295053-80297962:+	37	6	0	0	7	0	0	7	8	7	0
3:80371235-80390801:+	28	0	0	0	19	10	0	6	14	6	0
3:80371235-80440141:+	0	0	0	0	0	0	0	9	0	0	0
3:80418059-80440141:+	31	29	0	0	29	31	0	42	20	41	0
3:80427403-80434481:+	6	7	0	0	6	0	0	0	0	0	0
3:80475788-80483180:+	9	0	0	0	0	0	0	9	0	0	0
3:80479016-80483180:+	0	0	0	12	0	0	0	0	0	0	0
3:80481405-80483180:+	8	0	0	0	0	0	0	0	0	0	0
3:80483093-80500119:+	19	0	0	0	6	6	0	0	0	0	0
3:80483093-80501520:+	11	0	0	0	0	7	0	0	0	0	0
3:80483093-80503895:+	19	6	0	0	0	0	0	9	0	0	0
3:80483093-80520643:+	0	0	0	0	0	6	0	0	0	0	0
3:80499966-80503895:+	7	0	0	0	0	0	0	0	0	0	0
3:80503611-80514662:+	16	0	0	0	0	6	0	0	0	0	0
3:80520179-80520643:+	7	0	0	0	0	0	0	0	0	0	0
3:80521465-80529540:+	6	0	0	0	0	0	0	0	0	0	0
3:80552320-80562439:+	25	7	0	0	0	0	0	9	0	0	0
3:80559379-80569378:+	33	10	0	0	10	10	0	11	17	7	0
3:80682520-80684454:-	6	0	0	0	0	0	0	0	0	0	0
3:80707493-80716971:-	10	0	0	0	0	0	0	0	0	0	0
3:80707493-80722147:-	13	0	0	0	0	0	0	0	0	0	0
3:80707493-80729963:-	13	0	0	0	8	0	0	0	0	0	0
3:80716884-80729963:-	11	0	0	0	0	0	0	0	0	0	0
3:80721986-80729963:-	7	0	0	0	0	0	0	0	6	0	0
3:80721986-80738790:-	8	0	0	0	0	0	0	0	0	0	0
3:80728758-80729963:-	27	0	0	0	0	0	0	0	0	8	0
3:81005292-81015860:-	6	0	0	0	0	0	0	0	0	0	0
3:81012463-81015860:-	9	0	0	0	0	0	0	0	0	0	0
3:81204940-81205270:+	6	0	0	0	0	0	0	0	0	0	0
3:8178821-8179434:+	206	32	0	0	35	46	0	39	30	28	0
3:8178821-8185248:+	6	0	0	0	0	0	0	0	0	0	0
3:8184486-8185248:+	46	8	0	0	6	10	0	10	0	10	0
3:8324254-8353436:-	0	7	0	0	0	0	0	0	0	0	0
3:83349427-83384802:+	45	11	0	0	13	19	0	29	17	9	0
3:83430344-83436129:+	12	0	0	0	0	0	0	0	0	0	0
3:8348313-8353436:-	7	0	0	0	0	0	0	0	0	0	0
3:83494201-83500501:-	7	0	0	0	0	0	0	0	0	0	0
3:83497397-83534429:-	6	0	0	0	10	0	0	0	0	6	0
3:85601525-85604159:+	25	0	0	0	0	0	0	8	6	0	0
3:85609858-85614824:+	0	6	0	0	0	0	0	0	0	0	0
3:85611404-85614824:+	11	0	0	0	0	0	0	0	0	0	0
3:85614721-85622090:+	27	0	0	0	0	7	0	0	0	0	0
3:85614721-85629529:+	7	0	0	0	0	0	0	0	0	0	0
3:85627833-85631657:+	0	0	0	0	0	0	0	0	0	0	10
3:85663514-85672247:+	12	0	0	0	0	0	0	0	0	0	0
3:85663514-85679444:+	23	0	0	0	0	0	0	0	0	0	0
3:85671623-85679444:+	6	0	0	0	8	0	0	8	0	0	0
3:85676290-85679444:+	20	0	0	0	0	0	0	0	0	0	0
3:85677810-85679444:+	9	0	0	0	0	0	0	0	0	0	0
3:85679327-85700468:+	6	0	0	0	0	0	0	0	0	0	0
3:85847280-85863555:+	11	0	0	0	0	0	0	0	0	0	0
3:85958483-85959178:+	0	0	0	0	0	0	0	6	0	0	0
3:85966090-85971244:+	9	0	0	0	7	0	0	0	0	0	0
3:85967533-85971244:+	0	0	0	0	0	0	0	7	0	0	0
3:86013100-86038465:+	36	9	0	0	0	9	0	0	0	11	0
3:8718346-8724511:+	6	0	0	0	0	0	0	0	0	0	0
3:87251849-87262951:+	10	0	0	0	0	0	0	0	0	0	0
3:87297671-87299574:+	31	0	0	0	0	0	0	0	0	9	0
3:87299326-87301882:+	130	30	0	0	22	33	0	52	21	15	0
3:87305852-87307407:+	10	0	0	0	0	0	0	0	0	0	0
3:87311543-87312575:+	24	0	6	0	0	0	0	0	0	6	0
3:87316813-87330087:+	16	0	0	0	0	0	0	0	0	0	0
3:87328899-87330087:+	23	6	0	0	0	0	0	10	0	6	0
3:87369570-87371772:-	6	0	0	0	0	6	0	0	6	0	0
3:87369570-87380823:-	0	6	0	0	0	0	0	0	0	0	0
3:87445727-87461848:+	6	0	0	0	0	0	0	0	0	0	0
3:87445727-87479708:+	0	0	0	0	0	0	0	0	0	0	18
3:90222037-90225637:+	0	0	0	8	0	0	0	0	0	0	0
3:90222037-90381579:+	0	0	0	18	0	0	0	0	0	0	0
3:92045273-92046871:-	35	6	0	0	7	7	0	19	0	7	0
3:92045273-92068084:-	19	0	0	0	0	0	0	6	0	0	0
3:92171053-92173963:-	0	0	0	0	0	0	0	0	0	0	58
3:92171053-92196690:-	6	0	0	0	0	0	0	6	0	0	0
3:92177218-92196690:-	46	0	0	0	0	6	0	10	0	0	10
3:92283613-92299786:-	0	0	0	23	0	0	0	0	0	0	38
3:92299235-92299786:-	0	0	0	0	6	0	8	0	0	0	0
3:92761994-92762903:+	23	8	0	0	9	0	10	7	14	0	0
3:92761994-92764582:+	78	21	0	25	12	9	0	30	8	13	0
3:92761994-92768371:+	95	22	0	0	23	34	0	53	15	35	0
3:92766371-92768371:+	9	0	0	0	0	0	0	0	0	0	0
3:92767664-92768371:+	25	0	0	0	6	0	0	7	0	0	0
3:92779850-92782233:+	18	6	0	0	0	0	0	0	0	10	0
3:93383881-93384704:+	34	12	12	0	12	23	19	12	10	0	0
3:93535091-93555120:-	6	0	0	0	0	0	0	0	0	0	0
3:93928136-93956756:+	20	0	0	0	0	0	0	0	9	0	0
3:9392908-9540038:+	0	0	0	0	0	6	0	0	0	0	0
3:94510638-94519807:-	0	0	6	0	0	0	0	0	0	0	0
3:94534267-94542205:-	0	0	0	0	0	0	12	0	0	0	0
3:94934783-94939823:+	8	0	0	0	0	0	0	0	0	0	0
3:94934783-94946499:+	42	17	0	0	15	11	0	22	14	9	0
3:94934783-94958933:+	34	19	0	0	12	11	0	6	7	7	0
3:94934783-94980300:+	14	7	0	0	0	16	0	0	0	8	0
3:94944702-94974100:+	12	0	0	0	0	0	0	0	0	0	0
3:94946363-94980300:+	0	0	0	6	0	0	0	0	0	0	0
3:94958829-94980300:+	7	0	0	0	0	0	0	0	0	0	0
3:94969450-94980300:+	30	8	0	0	0	10	0	8	0	11	0
3:95104013-95109324:+	15	0	0	0	0	0	0	0	8	0	0
3:9529511-9540038:+	7	0	0	0	0	6	0	0	0	0	0
3:96116879-96119457:+	11	0	0	0	0	0	0	0	0	0	0
3:96116879-96124120:+	56	22	0	0	11	14	0	18	28	15	0
3:96116879-96137597:+	18	0	0	0	0	0	0	7	0	0	0
3:96183497-96195890:-	10	0	0	0	0	0	0	0	0	0	0
3:96190387-96195890:-	12	0	0	0	0	0	0	0	0	0	0
3:96249367-96260927:-	209	40	6	0	54	33	0	74	34	38	0
3:96249367-96267713:-	14	0	0	0	9	0	0	8	0	7	0
3:96260809-96267713:-	6	0	0	0	0	0	0	0	0	0	0
3:96487679-96489764:+	24	0	0	0	0	0	0	7	0	0	0
3:96497330-96498973:+	9	0	0	0	0	0	0	0	0	0	0
3:96497330-96506776:+	13	0	0	0	0	0	0	13	0	0	0
3:96497330-96508961:+	14	0	0	0	0	0	0	0	0	0	0
3:96737203-96756651:-	0	0	0	11	0	0	0	0	0	0	0
3:9726078-9732938:+	11	0	0	0	0	0	0	0	0	0	0
3:97675217-97696828:-	8	0	0	0	0	0	0	0	0	0	0
3:98047437-98059798:-	0	0	0	15	0	6	0	0	0	0	20
3:98047437-98064327:-	62	32	9	7	28	27	43	28	18	19	18
3:98047687-98064327:-	7	0	0	0	0	0	0	0	0	0	0
3:98056722-98064327:-	7	0	0	0	0	0	0	0	0	0	0
3:98062553-98064327:-	7	0	0	0	0	6	0	0	0	0	0
3:98072142-98074295:-	0	0	0	7	0	0	0	0	0	0	0
4:100890569-100894632:+	6	0	0	0	0	0	7	0	0	0	0
4:101135601-101139235:+	13	7	0	0	7	9	0	8	0	0	0
4:101595239-101600824:-	0	0	0	21	0	0	13	0	0	0	0
4:10183159-10331990:+	0	0	0	0	0	0	0	6	0	0	0
4:102847115-102848715:-	7	0	0	0	0	0	0	0	0	0	0
4:103240687-103244750:-	16	0	0	0	0	0	0	7	0	0	0
4:103240687-103262146:-	15	8	0	0	7	8	7	0	9	9	0
4:103240687-103288577:-	0	0	0	0	6	0	0	0	7	0	0
4:103257408-103262146:-	24	0	0	0	0	0	0	0	0	0	0
4:103257408-103288577:-	6	0	0	0	0	0	0	0	0	0	0
4:103277504-103288577:-	109	25	0	0	47	26	0	34	33	33	0
4:103302308-103326827:-	0	0	0	0	0	0	0	9	0	0	0
4:103308693-103326827:-	0	0	6	0	0	0	0	0	0	0	0
4:103616422-103618531:+	6	0	0	0	0	0	0	0	0	0	0
4:10361655-10386233:+	0	0	0	0	0	6	0	0	0	0	0
4:10374028-10386233:+	0	0	0	0	0	0	0	6	0	0	0
4:1038216-1067334:+	0	6	0	0	0	0	0	0	0	0	0
4:104195939-104205305:+	0	0	0	0	0	0	0	0	0	0	15
4:105608967-105626624:-	17	0	0	0	0	0	0	13	0	0	0
4:105608967-105641034:-	0	9	0	0	0	8	0	0	8	0	0
4:105608967-105662329:-	0	0	0	0	0	0	0	0	7	0	0
4:105626549-105629263:-	16	0	0	0	0	11	0	6	0	0	0
4:105627417-105629263:-	6	0	0	0	0	0	0	6	0	0	0
4:105662267-105701079:-	6	0	0	0	0	0	0	0	0	0	0
4:105700970-105710655:-	55	16	0	0	23	19	0	21	7	12	0
4:105700970-105720315:-	8	0	0	0	0	0	0	0	0	0	0
4:105720241-105726362:-	14	0	0	0	6	0	0	0	0	0	0
4:105822617-105823970:+	329	54	6	0	52	80	10	46	46	54	0
4:105822617-105829126:+	7	0	0	0	0	0	0	0	0	0	0
4:105822617-105831460:+	0	0	0	0	0	7	0	0	0	0	0
4:105822617-105837472:+	6	0	0	0	0	7	0	9	10	0	0
4:105831069-105831460:+	27	0	0	0	7	0	0	0	0	0	0
4:105831069-105838577:+	0	0	0	0	0	0	8	0	0	0	0
4:105956035-105967496:+	7	0	0	0	0	0	0	0	0	0	0
4:1060587-1067334:+	18	0	0	0	0	0	0	16	0	0	0
4:10609730-10620799:+	6	0	0	0	0	0	0	0	0	0	0
4:106122921-106123902:+	184	32	7	0	34	31	0	34	13	19	0
4:106152510-106159045:+	10	0	0	0	0	0	0	8	0	0	0
4:106156694-106159045:+	8	0	0	0	0	0	0	0	0	0	0
4:106159829-106162890:+	48	8	0	0	11	10	0	9	0	16	0
4:10616623-10620799:+	9	0	0	0	0	0	0	0	0	0	0
4:106166395-106179496:+	24	0	0	9	0	0	0	10	0	7	0
4:106166395-106191368:+	0	0	0	12	0	0	0	0	0	0	0
4:106593777-106597570:-	11	0	0	0	0	0	0	0	0	0	0
4:106594904-106597570:-	10	6	0	0	0	0	0	7	12	0	0
4:106595656-106597570:-	7	0	0	0	0	0	0	0	0	0	0
4:106845341-106850712:+	0	0	0	8	0	0	0	0	0	0	0
4:106845341-106852989:+	8	6	0	0	0	0	0	7	0	0	0
4:106845341-106859846:+	0	0	0	0	0	0	0	9	0	0	0
4:106850367-106859846:+	13	0	0	0	0	0	0	12	0	6	0
4:106850367-106874620:+	9	8	0	0	11	10	0	23	9	13	0
4:106850367-106875262:+	0	6	0	0	0	0	0	9	0	0	0
4:106856344-106859846:+	15	0	0	0	6	0	0	0	0	0	0
4:106856344-106878741:+	14	0	0	0	0	0	0	10	7	0	0
4:106904795-106980982:-	0	0	0	0	0	0	0	0	0	0	25
4:106933950-106968955:-	0	0	0	14	0	0	0	0	0	0	0
4:106933950-106980982:-	0	0	0	15	0	0	0	0	0	0	0
4:106953071-106980982:-	18	9	0	0	0	8	0	0	0	8	0
4:106957337-106980982:-	8	0	0	0	0	0	0	0	0	0	0
4:107778731-107797178:-	9	0	0	0	0	0	0	0	0	0	0
4:107828267-107837016:+	8	0	0	0	0	0	0	0	0	0	0
4:107828267-107843942:+	11	0	0	0	0	0	0	7	0	0	0
4:107828267-107848522:+	10	8	0	0	0	0	7	6	0	0	0
4:107828267-107853387:+	20	8	0	0	6	14	0	8	0	0	0
4:107828267-107888159:+	0	0	0	0	6	0	0	0	0	0	0
4:107843863-107853387:+	23	8	0	0	6	9	0	8	13	8	0
4:107846329-107848522:+	30	7	6	29	0	12	8	7	0	0	0
4:109167004-109170127:-	13	0	0	0	0	0	0	0	0	0	0
4:109189281-109202615:+	9	0	0	0	0	0	0	0	0	0	0
4:110777841-110783701:+	22	0	0	0	6	8	0	11	0	0	0
4:110912189-110914372:-	22	8	0	0	7	8	0	11	0	0	0
4:111060540-111067544:+	11	0	0	0	0	0	0	6	0	0	0
4:111060540-111068595:+	19	9	0	0	0	17	0	0	9	19	0
4:111084472-111090334:+	126	32	0	0	11	17	0	32	14	25	0
4:111084472-111094901:+	6	0	0	0	0	0	0	0	0	0	0
4:111151355-111151658:-	0	0	0	0	0	0	0	0	7	0	0
4:111245265-111251135:-	246	90	0	0	43	70	0	119	33	60	10
4:111245265-111257616:-	8	0	0	0	0	0	0	0	0	0	0
